Codigo,Producto,Cod Barra,Rubro,Sub Rubro,Proveedor,Marca,Moneda,Costo,Porc. Utilidad,Bulto,Caja / Rollo,Unidad / metro / cajita,,
294001036,ELASTICO BENTLEY ALGODON ART 550 XMT,906962,MERCERIA,ELASTICO ALGODON,MILAN,BENTLEY,PESOS,190.00,"120,00",,,,,Único
294001037,ELASTICO BENTLEY ALGODON ART 552 XMT,906963,MERCERIA,ELASTICO ALGODON,MILAN,BENTLEY,PESOS,220.00,"120,00",,,,,Único
294001038,ELASTICO BENTLEY ALGODON ART 554 XMT,906964,MERCERIA,ELASTICO ALGODON,MILAN,BENTLEY,PESOS,250.00,"120,00",,,,,Único
294001039,ELASTICO BENTLEY REDONDO NEGRO Nº82 XMT,906965,MERCERIA,ELASTICO,MILAN,BENTLEY,PESOS,85.00,"120,00",,,,,Único
294001040,ELASTICO BENTLEY REDONDO NEGRO Nº84 XMT,906966,MERCERIA,ELASTICO,MILAN,BENTLEY,PESOS,100.00,"120,00",,,,,Único
294001041,ELASTICO BENTLEY REDONDO NEGRO Nº86 XMT,906967,MERCERIA,ELASTICO,MILAN,BENTLEY,PESOS,110.00,"120,00",,ACA LLEGUE,,,Único
294001042,ELASTICO BROTEL BRETEL RASO 05MM ART 310406 XMT,906968,MERCERIA,ELASTICO,MILAN,BROTEL,PESOS,390.00,"120,00",,,,,Único
294001043,ELASTICO BROTEL BRETEL RASO 11MM ART 310411 XMT,906969,MERCERIA,ELASTICO,MILAN,BROTEL,PESOS,660.00,"120,00",,,,,Único
ME390008,ELASTICO BROTEL BRETEL AFELPADO 8MM ART 390008 XMT,909212,MERCERIA,ELASTICO,,BROTEL,PESOS,471.29,"120,00",,,,,Único
ME1570,ELASTICO BROTEL ART 310110 XMT,909159,MERCERIA,ELAST,,BROTEL,PESOS,130.35,"120,00",,,,,Único
ME1571,ELASTICO BROTEL BRETEL AFELPADO 11MM ART 310111 XMT,909160,MERCERIA,ELAST,MILAN,BROTEL,PESOS,640.00,"120,00",,,,,Único
ME1572,ELASTICO BROTEL BRETEL AFELPADO 13MM ART 310113 XMT,909161,MERCERIA,ELAST,MILAN,BROTEL,PESOS,780.00,"120,00",,,,,Único
ME1575,ELASTICO BROTEL BRETEL RASO 8MM ART 310408 XMT,909163,MERCERIA,ELAST,MILAN,BROTEL,PESOS,480.00,"120,00",,,,,Único
ME1577,ELASTICO BROTEL ART 310413 / 1877 XMT,909164,MERCERIA,ELAST,,BROTEL,PESOS,706.50,"120,00",,,,,Único
ME1574,ELASTICO BROTEL BRETEL ART 310419 XMT,909162,MERCERIA,ELAST,,BROTEL,PESOS,860.02,"120,00",,,,,Único
ME1579,ELASTICO BROTEL BRETEL RASO 18MM ART 310519 XMT,909165,MERCERIA,ELAST,MILAN,BROTEL,PESOS,950.00,"120,00",,,,,Único
ME1582,ELASTICO BROTEL BRETEL AFELPADO 18MM ART 390018 XMT,909166,MERCERIA,ELAST,MILAN,BROTEL,PESOS,940.00,"120,00",,,,,Único
ME1584,ELASTICO BROTEL ART 390739 20MM XMT,909168,MERCERIA,ELAST,MILAN,BROTEL,PESOS,850.00,"120,00",,,,,Único
ME1569,ELASTICO BROTEL ART 400096 RED XMT,909158,MERCERIA,ELAST,,BROTEL,PESOS,443.21,"120,00",,,,,Único
ME1589,ELASTICO BROTEL ART 400385 XMT,909170,MERCERIA,ELAST,,BROTEL,PESOS,884.56,"120,00",,,,,Único
ME1591,ELASTICO BROTEL ART 400544 POLAR XMT,909171,MERCERIA,ELAST,,BROTEL,PESOS,632.98,"120,00",,,,,Único
ME1583,ELASTICO BROTEL ART 400594 XMT,909167,MERCERIA,ELAST,,BROTEL,PESOS,442.04,"120,00",,,,,Único
ME1588,ELASTICO BROTEL ART 400598 XMT,909169,MERCERIA,ELAST,,BROTEL,PESOS,280.10,"120,00",,,,,Único
294001044,ELASTICO C.ORO POLY 10MM ART CF3005 NEGRO XMT,906970,MERCERIA,ELASTICO POLIESTER,MILAN,CORDON DE ORO,PESOS,125.00,"120,00",,,,,Único
294001045,ELASTICO C.ORO POLY 5MM ART CF3002 BLANCO XMT,906971,MERCERIA,ELASTICO POLIESTER,MILAN,CORDON DE ORO,PESOS,96.14,"120,00",,,,,Único
294001046,ELASTICO C.ORO POLY 5MM ART CF3005 NEGRO XMT,906972,MERCERIA,ELASTICO POLIESTER,MILAN,CORDON DE ORO,PESOS,98.67,"120,00",,,,,Único
294001047,ELASTICO C.ORO POLY 7MM ART CF3005 NEGRO XMT,906973,MERCERIA,ELASTICO POLIESTER,MILAN,CORDON DE ORO,PESOS,116.38,"120,00",,,,,Único
294001048,"ELASTICO CON CORDON POLY 3,5CM XMT",906974,MERCERIA,ELASTICO POLIESTER,MILAN,,PESOS,285.89,"120,00",,,,,Único
294001049,ELASTICO CON CORDON POLY 3CM XMT,906975,MERCERIA,ELASTICO POLIESTER,MILAN,,PESOS,253.00,"120,00",,,,,Único
294001050,ELASTICO CON CORDON POLY 4CM XMT,906976,MERCERIA,ELASTICO POLIESTER,MILAN,,PESOS,328.90,"120,00",,,,,Único
294001051,ELASTICO CROCHET POLY 10MM NEGRO XMT,906977,MERCERIA,ELASTICO CROCHET,MILAN,,PESOS,83.49,"120,00",,,,,Único
294001052,ELASTICO CROCHET POLY 5MM BLANCO XMT,906978,MERCERIA,ELASTICO CROCHET,MILAN,,PESOS,55.00,"120,00",,,,,Único
294001053,ELASTICO CROCHET POLY 5MM NEGRO XMT,906979,MERCERIA,ELASTICO CROCHET,MILAN,,PESOS,55.00,"120,00",,,,,Único
294001015,ELASTICO CROCHET POLY 7MM BLANCO XMT,906941,MERCERIA,ELASTICO,MILAN,,PESOS,60.00,"120,00",,,,,Único
294001054,ELASTICO CROCHET POLY 7MM NEGRO XMT,906980,MERCERIA,ELASTICO CROCHET,MILAN,,PESOS,60.00,"120,00",,,,,Único
294001055,ELASTICO ELOISA 10MM XMT,906981,MERCERIA,ELASTICO,MILAN,,PESOS,470.00,"120,00",,,,,Único
294001056,*,906982,MERCERIA,ELASTICO,MILAN,,PESOS,250.00,"120,00",,,,,Único
294001057,ELASTICO LIGA CORDON DE ORO CC3006020 2CM XMT,906983,MERCERIA,ELASTICO LIGA,MILAN,CORDON DE ORO,PESOS,480.70,"120,00",,,,,Único
4643675,ELASTICO LUREX FLASH 10MM X 20MTS,907786,MERCERIA,ELASTICO,MERCECOR,CORDON DE ORO,PESOS,"4,540.00","120,00",,,,,Único
46436751,ELASTICO LUREX FLASH 10MM XMT,907787,MERCERIA,ELASTICO,MERCECOR,CORDON DE ORO,PESOS,261.05,"120,00",,,,,Único
294001058,ELASTICO BROTEL ENVIVADO 13MM ART 400362 XMT,906984,MERCERIA,ELASTICO PARTIDO,,BROTEL,PESOS,300.00,"120,00",,,,,Único
294001059,ELASTICO BROTEL ENVIVADO 20MM ART 400387 XMT,906985,MERCERIA,ELASTICO PARTIDO,,BROTEL,PESOS,620.00,"120,00",,,,,Único
294001060,ELASTICO BROTEL ENVIVADO RASO 13MM ART 390012 XMT,906986,MERCERIA,ELASTICO PARTIDO,,BROTEL,PESOS,560.00,"120,00",,,,,Único
294001061,ELASTICO BROTEL ENVIVADO RASO 20MM ART 390597 XMT,906987,MERCERIA,ELASTICO PARTIDO,,BROTEL,PESOS,760.00,"120,00",,,,,Único
ME58740,ELASTICO PICOT BROTEL ART 400012 X METRO,909268,MERCERIA,ELASTICO,,,PESOS,331.73,"120,00",,,,,Único
294001062,ELASTICO POLIESTER ART 3002 (EMBUTIR) - BLANCO 20MM ,906988,MERCERIA,ELASTICO POLIESTER,,,PESOS,160.00,"120,00",,,,,Único
294001779,ELASTICO POLIESTER ART 3002 (EMBUTIR) - BLANCO 100MM,907716,MERCERIA,ELASTICO POLIESTER,,,PESOS,800.00,"120,00",,,,,Único
294001063,ELASTICO POLIESTER ART 3002 (EMBUTIR) - BLANCO 25MM ,906989,MERCERIA,ELASTICO POLIESTER,,,PESOS,200.00,"120,00",,,,,Único
294001064,ELASTICO POLIESTER ART 3002 (EMBUTIR) - BLANCO 30MM,906990,MERCERIA,ELASTICO POLIESTER,,,PESOS,250.00,"120,00",550,,,,Único
294001065,ELASTICO POLIESTER ART 3002 (EMBUTIR) - BLANCO 35MM,906991,MERCERIA,ELASTICO POLIESTER,,,PESOS,270.00,"120,00",,,,,Único
294001066,ELASTICO POLIESTER ART 3002 (EMBUTIR) - BLANCO 40MM,906992,MERCERIA,ELASTICO POLIESTER,,,PESOS,320.00,"120,00",,,,,Único
294001067,ELASTICO POLIESTER ART 3002 (EMBUTIR) - BLANCO 45MM,906993,MERCERIA,ELASTICO POLIESTER,,,PESOS,320.00,"120,00",,,,,Único
294001068,ELASTICO POLIESTER ART 3002 (EMBUTIR) - BLANCO 50MM,906994,MERCERIA,ELASTICO POLIESTER,,,PESOS,370.00,"120,00",,,,,Único
294001069,ELASTICO POLIESTER ART 3002 (EMBUTIR) - BLANCO 60MM,906995,MERCERIA,ELASTICO POLIESTER,,,PESOS,490.00,"120,00",,,,,Único
294001777,ELASTICO POLIESTER ART 3002 (EMBUTIR) - BLANCO 80MM,907714,MERCERIA,ELASTICO POLIESTER,,,PESOS,660.00,"120,00",,,,,Único
294001778,ELASTICO POLIESTER ART 3002 (EMBUTIR) - BLANCO 120MM,907715,MERCERIA,ELASTICO POLIESTER,,,PESOS,"1,140.00","120,00",,,,,Único
294001070,ELASTICO BENTLEY POLIESTER NEGRO Nº10 XMT,906996,MERCERIA,ELASTICO POLIESTER,MILAN,BENTLEY,PESOS,110.00,"120,00",,,,,Único
294001071,ELASTICO BENTLEY POLIESTER NEGRO Nº12 XMT,906997,MERCERIA,ELASTICO POLIESTER,MILAN,BENTLEY,PESOS,130.00,"120,00",,,,,Único
294001072,ELASTICO BENTLEY POLIESTER NEGRO Nº14 XMT,906998,MERCERIA,ELASTICO POLIESTER,MILAN,BENTLEY,PESOS,160.00,"120,00",,,,,Único
294001073,ELASTICO BENTLEY POLIESTER NEGRO Nº16 XMT,906999,MERCERIA,ELASTICO POLIESTER,MILAN,BENTLEY,PESOS,170.00,"120,00",,,,,Único
294001074,ELASTICO BENTLEY POLIESTER NEGRO Nº18 XMT,907000,MERCERIA,ELASTICO POLIESTER,MILAN,BENTLEY,PESOS,230.00,"120,00",,,,,Único
294001075,ELASTICO BENTLEY POLIESTER NEGRO Nº20 XMT,907001,MERCERIA,ELASTICO POLIESTER,MILAN,BENTLEY,PESOS,250.00,"120,00",,,,,Único
294001076,ELASTICO BENTLEY POLIESTER NEGRO Nº22 XMT,907002,MERCERIA,ELASTICO POLIESTER,MILAN,BENTLEY,PESOS,290.00,"120,00",,,,,Único
294001077,ELASTICO BENTLEY POLIESTER NEGRO Nº24 XMT,907003,MERCERIA,ELASTICO POLIESTER,MILAN,BENTLEY,PESOS,322.00,"120,00",,,,,Único
294001078,ELASTICO BENTLEY POLIESTER NEGRO Nº28 XMT,907004,MERCERIA,ELASTICO POLIESTER,MILAN,BENTLEY,PESOS,360.00,"120,00",,,,,Único
294001079,ELASTICO BENTLEY POLIESTER BLANCO Nº10 (4MM) XMT,907005,MERCERIA,ELASTICO POLIESTER,MILAN,BENTLEY,PESOS,80.00,"120,00",,,,,Único
294001080,ELASTICO BENTLEY POLIESTER BLANCO Nº12 (5MM) XMT,907006,MERCERIA,ELASTICO POLIESTER,MILAN,BENTLEY,PESOS,100.00,"120,00",,,,,Único
294001081,ELASTICO BENTLEY POLIESTER BLANCO Nº14 (6MM) XMT,907007,MERCERIA,ELASTICO POLIESTER,MILAN,BENTLEY,PESOS,135.00,"120,00",,,,,Único
294001082,ELASTICO BENTLEY POLIESTER BLANCO Nº16 (7MM) XMT,907008,MERCERIA,ELASTICO POLIESTER,MILAN,BENTLEY,PESOS,145.00,"120,00",,,,,Único
294001083,ELASTICO BENTLEY POLIESTER BLANCO Nº18 (8MM) XMT,907009,MERCERIA,ELASTICO POLIESTER,MILAN,BENTLEY,PESOS,175.00,"120,00",,,,,Único
294001084,ELASTICO BENTLEY POLIESTER BLANCO Nº20 (9MM)  XMT,907010,MERCERIA,ELASTICO POLIESTER,MILAN,BENTLEY,PESOS,180.00,"120,00",,,,,Único
294001085,ELASTICO BENTLEY POLIESTER BLANCO Nº22 (10MM) XMT,907011,MERCERIA,ELASTICO POLIESTER,MILAN,BENTLEY,PESOS,200.00,"120,00",,,,,Único
294001086,ELASTICO BENTLEY POLIESTER BLANCO Nº24 (12MM) XMT,907012,MERCERIA,ELASTICO POLIESTER,MILAN,BENTLEY,PESOS,215.00,"120,00",,,,,Único
294001087,ELASTICO BENTLEY POLIESTER BLANCO Nº28 (14MM) XMT,907013,MERCERIA,ELASTICO POLIESTER,MILAN,BENTLEY,PESOS,255.00,"120,00",,,,,Único
294001088,ELASTICO BENTLEY REDONDO BLANCO Nº82 XMT,907014,MERCERIA,ELASTICO POLIESTER,MILAN,BENTLEY,PESOS,80.00,"120,00",,,,,Único
294001089,ELASTICO BENTLEY REDONDO BLANCO Nº84 XMT,907015,MERCERIA,ELASTICO POLIESTER,MILAN,BENTLEY,PESOS,100.00,"120,00",,,,,Único
294001090,ELASTICO BENTLEY REDONDO BLANCO Nº86 XMT,907016,MERCERIA,ELASTICO POLIESTER,MILAN,BENTLEY,PESOS,120.00,"120,00",,,,,Único
294001091,ELASTICO SHINE LUREX 3CM XMT,907017,MERCERIA,ELASTICO LUREX,MILAN,LUREX,PESOS,642.27,"120,00",,,,,Único
E212321,ELASTICO AFELPADO LISO 3CM X MT ,908201,MERCERIA,ELASTICO,MERCECOR,,PESOS,750.00,"120,00",,,,,Único
2940010621,ELASTICO POLIESTER ART 3005 (EMBUTIR) - NEGRO 20MM ,906988,MERCERIA,ELASTICO POLIESTER,,,PESOS,180.00,"120,00",,,,,Único
2940017791,ELASTICO POLIESTER ART 3005 (EMBUTIR) - NEGRO 100MM,907716,MERCERIA,ELASTICO POLIESTER,,,PESOS,910.00,"120,00",,,,,Único
2940010631,ELASTICO POLIESTER ART 3005 (EMBUTIR) - NEGRO 25MM ,906989,MERCERIA,ELASTICO POLIESTER,,,PESOS,210.00,"120,00",,,,,Único
2940010641,ELASTICO POLIESTER ART 3005 (EMBUTIR) - NEGRO 30MM,906990,MERCERIA,ELASTICO POLIESTER,,,PESOS,260.00,"120,00",572,,,,Único
2940010651,ELASTICO POLIESTER ART 3005 (EMBUTIR) - NEGRO 35MM,906991,MERCERIA,ELASTICO POLIESTER,,,PESOS,280.00,"120,00",,,,,Único
2940010661,ELASTICO POLIESTER ART 3005 (EMBUTIR) - NEGRO 40MM,906992,MERCERIA,ELASTICO POLIESTER,,,PESOS,350.00,"120,00",,,,,Único
2940010671,ELASTICO POLIESTER ART 3005 (EMBUTIR) - NEGRO 45MM,906993,MERCERIA,ELASTICO POLIESTER,,,PESOS,380.00,"120,00",,,,,Único
2940010681,ELASTICO POLIESTER ART 3005 (EMBUTIR) - NEGRO 50MM,906994,MERCERIA,ELASTICO POLIESTER,,,PESOS,400.00,"120,00",,,,,Único
2940010691,ELASTICO POLIESTER ART 3005 (EMBUTIR) - NEGRO 60MM,906995,MERCERIA,ELASTICO POLIESTER,,,PESOS,515.00,"120,00",,,,,Único
2940017771,ELASTICO POLIESTER ART 3005 (EMBUTIR) - NEGRO 80MM,907714,MERCERIA,ELASTICO POLIESTER,,,PESOS,715.00,"120,00",,,,,Único
2940017781,ELASTICO POLIESTER ART 3005 (EMBUTIR) - NEGRO 120MM,907715,MERCERIA,ELASTICO POLIESTER,,,PESOS,"1,290.00","120,00",,,,,Único
2940017782,ELASTICO POLIESTER ART 3002 (EMBUTIR) - BLANCO 200MM,907715,MERCERIA,ELASTICO POLIESTER,,,PESOS,"1,890.00","120,00",,,,,
2940017783,ELASTICO POLIESTER ART 3005 (EMBUTIR) - NEGRO 200MM,907715,MERCERIA,ELASTICO POLIESTER,,,PESOS,"2,115.00","120,00",,,,,
ME8786,ELASTICO BRETEL AFELPADO 11 MM X METRO,909289,MERCERIA,ELASTICO,,,PESOS,"1,091.20","120,00",,,,,Único
ME1887,ELASTICO CON OJAL 2CM X METRO,909175,MERCERIA,ELASTICO,,,PESOS,987.53,"120,00",,,,,Único
294001092,ELASTICO MAIRENA 10MM XMT,907018,MERCERIA,ELASTICO,MILAN,,PESOS,377.58,"120,00",,,,,Único
MER1122258889,ENHEBRADOR AUTOMATICO PLASTICO,909332,MERCERIA,ENHEBRADOR,MILAN,,PESOS,500.00,"120,00",,,,,Único
294001093,ENHEBRADOR METAL ECONOMICO X1,907019,MERCERIA,ENHEBRADOR,MILAN,,PESOS,70.00,"120,00",,,,,Único
294001094,ENHEBRADOR PLASTICO CBX X1,907020,MERCERIA,ENHEBRADOR,MILAN,CBX,PESOS,200.00,"120,00",,,,,Único
294001095,ENTRETELA COSER FINA XMT,907021,MERCERIA,ENTRETELA,,,PESOS,450.00,"120,00",,,,,Único
294001096,ENTRETELA COSER GRUESA XMT,907022,MERCERIA,ENTRETELA,,,PESOS,"1,220.00","120,00",,,,,Único
294001097,ENTRETELA COSER MEDIANA XMT,907023,MERCERIA,ENTRETELA,,,PESOS,720.00,"120,00",,,,,Único
294001098,ENTRETELA PEGAR FINA XMT,907024,MERCERIA,ENTRETELA,,,PESOS,651.00,"120,00",,,,,Único
294001099,ENTRETELA PEGAR GRUESA XMT,907025,MERCERIA,ENTRETELA,,,PESOS,970.00,"120,00",,,,,Único
294001100,ENTRETELA PEGAR MEDIANA XMT,907026,MERCERIA,ENTRETELA,,,PESOS,745.00,"120,00",,,,,Único
294001101,ESCUADRA DE MADERA RECTA 60CM,907027,MERCERIA,ESCUADRA,MILAN,,PESOS,"2,699.67","120,00",,,,,Único
294001102,ESCUADRA MADERA MODISTA 60CM,907028,MERCERIA,ESCUADRA,MILAN,,PESOS,"3,037.13","120,00",,,,,Único
294001103,ESPUMINA METALIZADA XMT,907029,MERCERIA,ESPUMINA,MILAN,,PESOS,"1,380.00","120,00",,,,,Único
2940006902,FALSO STRASS NEGRO XMT,906602,MERCERIA,STRASS,,,PESOS,"3,003.11","120,00",,,,,Único
2940006901,FALSO STRASS TORNASOLADO XMT,906601,MERCERIA,STRASS,,,PESOS,"2,385.79","120,00",,,,,Único
294000690,FALSO STRASS XMT,906600,MERCERIA,CINTA,,,PESOS,"1,771.00","120,00",,,,,Único
9365,FESTON BATISTA 3CM PURO ALGODON ART 09365,900426,MERCERIA,FESTON,,,PESOS,726.00,"120,00",,,,,Único
ME10958,FESTON BATISTA 4CM PURO ALGODON BLANCO ART 10958,909134,MERCERIA,FESTON,,,PESOS,"1,364.00","120,00",,,,,Único
ME10051,FESTON BATISTA 5CM PURO ALGODON ART 10051,909133,MERCERIA,FESTON,,,PESOS,"1,232.00","120,00",,,,,Único
ME11068,FESTON BATISTA 6CM PURO ALGODON ART 11068,909135,MERCERIA,FESTON,,,PESOS,"1,672.00","120,00",,,,,Único
ME352,FESTON TULL BORDADO ANCHO X METRO,909207,MERCERIA,FESTON,,,PESOS,"1,960.75","120,00",,,,,Único
ME521,FESTON TULL BORDADO FINO X METRO,909241,MERCERIA,FESTON,,,PESOS,"1,745.70","120,00",,,,,Único
294001104,FISELINA (NOVOTEC) BANDERA ARGENTINA XMT,907030,MERCERIA,FISELINA,MILAN,,PESOS,700.00,"120,00",,,,,Único
294001105,FISELINA (NOVOTEC) ESTAMPADA 0.60 XMT,907031,MERCERIA,FISELINA,MILAN,,PESOS,938.63,"120,00",,,,,Único
294001106,FISELINA (NOVOTEC) GUARDAPAMPA XMT,907032,MERCERIA,FISELINA,,,PESOS,938.63,"120,00",,,,,Único
294001107,FISELINA (NOVOTEC) LISA COMUN XMT,907033,MERCERIA,FISELINA,MILAN,,PESOS,316.94,"120,00",660,,,,Único
294001108,FISELINA (NOVOTEC) LISA GRUESA XMT,907034,MERCERIA,FISELINA,MILAN,,PESOS,702.14,"120,00",,,,,Único
294001109,FISELINA (NOVOTEC) LUNARES XMT,907035,MERCERIA,FISELINA,MILAN,,PESOS,736.00,"120,00",,,,,Único
294001110,FISELINA (NOVOTEC) METAL (1M ANCHO) XMT,907036,MERCERIA,FISELINA,MILAN,,PESOS,"1,390.00","120,00",,,,,Único
294001111,FISELINA (NOVOTEC) NAVIDAD XMT,907037,MERCERIA,FISELINA,MILAN,,PESOS,938.63,"120,00",,,,,Único
ME54540,FLECO ALGODON 4CM ART. 343 - 24-0203 X METRO,909249,MERCERIA,FLECOS,,,PESOS,506.00,"120,00",,,,,Único
2940011351,FLECO ANTILOPE FB 5CM X MT,907062,MERCERIA,FLECOS,,FB,PESOS,"2,352.90","120,00",,,,,Único
ACC457,FLECO LUDETEX YUTE 2002 X METRO,908048,MERCERIA,FLECO,,,PESOS,750.00,"120,00",,,,,Único
294001112,FLECOS ALGODON ANCHO FB ART P261/0 BLANCO XMT,907038,MERCERIA,FLECOS,,FB,PESOS,439.71,"120,00",,,,,Único
294001113,FLECOS ALGODON ANCHO FB ART P261/0 CRUDO XMT,907039,MERCERIA,FLECOS,,FB,PESOS,439.71,"120,00",,,,,Único
294001114,FLECOS ALGODON ANCHO FB ART P262/1 BLANCO XMT,907040,MERCERIA,FLECOS,,FB,PESOS,311.19,"120,00",,,,,Único
294001115,FLECOS ALGODON CAIREL ESCOBA COLORES FB ART P41 XMT,907041,MERCERIA,FLECOS,,FB,PESOS,558.88,"120,00",,,,,Único
294001116,FLECOS ALGODON CAIREL ESCOBA FB ART N32 XMT,907042,MERCERIA,FLECOS,,FB,PESOS,442.75,"120,00",,,,,Único
294001117,FLECOS ALGODON CAIREL FB ART N60 CRUDO/BCO XMT,907043,MERCERIA,FLECOS,,FB,PESOS,581.90,"120,00",,,,,Único
MEI41877777,FLECOS ALGODON FB I41 NEGRO X METRO,909329,MERCERIA,FLECOS,,FB,PESOS,379.50,"120,00",,,,,Único
294001118,FLECOS ALGODON FINO FB ART P262/0 CRUDO XMT,907044,MERCERIA,FLECOS,,FB,PESOS,316.25,"120,00",,,,,Único
294001119,FLECOS ALGODON MANTA FB ART BL261/0 CRUDO XMT,907045,MERCERIA,FLECOS,,FB,PESOS,506.00,"120,00",,,,,Único
294001120,FLECOS ALGODON MANTA FB ART BL261/1 BLANCO XMT,907046,MERCERIA,FLECOS,,FB,PESOS,506.00,"120,00",,,,,Único
294001121,FLECOS ALGODON PASACINTA FB ART BL262/0 CRUDO XMT,907047,MERCERIA,FLECOS,,FB,PESOS,804.54,"120,00",,,,,Único
294001122,FLECOS ALGODON PASACINTA FB ART BL262/1 BLANCO XMT,907048,MERCERIA,FLECOS,,FB,PESOS,341.55,"120,00",,,,,Único
294001123,FLECOS DE MACRAME X UNIDAD,907049,MERCERIA,FLECOS,,FB,PESOS,260.83,"120,00",,,,,Único
294001124,FLECOS LUREX FB ART 647 3CM XMT,907050,MERCERIA,FLECOS,,FB,PESOS,"2,479.40","120,00",,,,,Único
294001125,FLECOS LUREX FB ART 648 5CM XMT,907051,MERCERIA,FLECOS,,FB,PESOS,"3,896.20","120,00",,,,,Único
294001126,FLECOS SEDA 10CM XMT,907052,MERCERIA,FLECOS SEDA,,,PESOS,"3,000.58","120,00",,,,,Único
294001127,FLECOS SEDA 15CM XMT,907053,MERCERIA,FLECOS SEDA,,,PESOS,"4,174.50","120,00",,,,,Único
294001128,FLECOS SEDA 20CM XMT,907054,MERCERIA,FLECOS SEDA,,,PESOS,"2,616.02","120,00",,,,,Único
294001129,FLECOS SEDA 25CM XMT,907055,MERCERIA,FLECOS SEDA,,,PESOS,"3,064.08","120,00",,,,,Único
294001130,FLECOS SEDA 30CM XMT,907056,MERCERIA,FLECOS SEDA,,,PESOS,426.91,"120,00",,,,,Único
294001131,FLECOS SEDA 3CM XMT,907057,MERCERIA,FLECOS SEDA,,,PESOS,"1,100.55","120,00",,,,,Único
294001132,FLECOS SEDA 40CM XMT,907058,MERCERIA,FLECOS SEDA,,,PESOS,628.90,"120,00",,,,,Único
294001133,FLECOS SEDA 5CM XMT,907059,MERCERIA,FLECOS SEDA,,,PESOS,"1,500.29","120,00",,,,,Único
294001134,FLECOS YUTE ANGOSTO FB ART P262/88 XMT,907060,MERCERIA,FLECOS YUTE,,,PESOS,551.54,"120,00",,,,,Único
294001135,FLECOS YUTE FB ANCHO P261 88D XMT,907061,MERCERIA,FLECOS YUTE,,,PESOS,733.70,"120,00",,,,,Único
294001136,FLOR ART 2003 CBX PIMPOLLO METALIZADO X UNIDAD,907063,MERCERIA,FLOR,,CBX,PESOS,108.23,"120,00",,,,,Único
294001137,FLOR ART 2040 CBX COMUN X UNIDAD,907064,MERCERIA,FLOR,,CBX,PESOS,750.42,"120,00",,,,,Único
294001138,FLOR ART 2040 CBX METALIZADA X UNIDAD,907065,MERCERIA,FLOR,,CBX,PESOS,775.67,"120,00",,,,,Único
294001139,FLOR ART 2042 CBX CAMELIA COMUN X UNIDAD,907066,MERCERIA,FLOR,,CBX,PESOS,938.02,"120,00",,,,,Único
294001140,FLOR ART 2042 CBX CAMELIA METALIZADA X UNIDAD,907067,MERCERIA,FLOR,,CBX,PESOS,977.71,"120,00",,,,,Único
294001141,FLOR GOMA EVA CON CABO ART 6266 X RAMO DE 12,907068,MERCERIA,FLOR GOMA EVA,MILAN,CBX,PESOS,550.00,"120,00",,,,,Único
294001142,FLOR GOMA EVA CON CABO Y TULL ART 6263 X RAMO DE 12,907069,MERCERIA,FLOR GOMA EVA,MILAN,CBX,PESOS,700.00,"120,00",,,,,Único
294001143,FLOR GOMA EVA SIN CABO CHICA ART 5263 X UNIDAD,907070,MERCERIA,FLOR GOMA EVA,MILAN,CBX,PESOS,130.00,"120,00",,,,,Único
294001144,FLOR GOMA EVA SIN CABO GRANDE ART 5265 X UNIDAD,907071,MERCERIA,FLOR GOMA EVA,MILAN,CBX,PESOS,180.00,"120,00",,,,,Único
294001145,FLOR ROCOCO CON CABO CHICA ART 2002 METALIZADA X RAMO,907072,MERCERIA,FLOR ROCOCO,MILAN,CBX,PESOS,"1,176.45","120,00",,,,,Único
294001146,FLOR ROCOCO CON CABO CHICA ART 2002 X RAMO DE 12,907073,MERCERIA,FLOR ROCOCO,MILAN,CBX,PESOS,"1,135.97","120,00",,,,,Único
294001148,FLOR ROCOCO CON CABO GRANDE ART 2001 METALIZADA X RAMO DE 12,907075,MERCERIA,FLOR ROCOCO,MILAN CBX,,PESOS,"1,201.75","120,00",,,,,Único
294001147,FLOR ROCOCO CON CABO GRANDE ART 2001 X RAMO DE 12,907074,MERCERIA,FLOR ROCOCO,MILAN,CBX,PESOS,"1,176.45","120,00",,,,,Único
294001149,FLOR ROCOCO SIN CABO CHICA ART 202 X UNIDAD,907076,MERCERIA,FLOR ROCOCO,MILAN,CBX,PESOS,80.96,"120,00",,,,,Único
294001150,FLOR ROCOCO SIN CABO GRANDE ART 201 X UNIDAD,907077,MERCERIA,FLOR ROCOCO,MILAN,CBX,PESOS,90.00,"120,00",,,,,Único
MI56042,FLORES DE GOMA EVA CON TUL Y TALLO X DOCENA MI56042 (MILAN),909346,MERCERIA,FLORES,MILAN,CBX,PESOS,"1,700.00","120,00",,,,,Único
294001151,GALON AGUAYO 40MM XMT,907078,MERCERIA,GALON,MILAN,,PESOS,893.09,"120,00",,,,,Único
190500000001,GALON ART 1107 X MT MERCECOR,900579,MERCERIA,GALON,,SIN MARCA,PESOS,770.00,"120,00",,,,,Único
190500000003,GALON ART 155 MERCECOR 10MT X MT,900581,MERCERIA,GALON,,,PESOS,440.00,"120,00",,,,,Único
190500000002,GALON ART 13 20YD X MT,900580,MERCERIA,GALON,MILAN,,PESOS,600.00,"120,00",,,,,Único
201464,GALON ART 8 MERCECOR X METRO,905145,MERCERIA,GALON,,,PESOS,770.00,"120,00",,,,,Único
