Codigo,Producto,Cod Barra,Rubro,Sub Rubro,Proveedor,Marca,Moneda,Costo,Porc. Utilidad,,,
JU02369,MAMADERA C/ ACCESORIOS 10040,6991202610040,JUGUETERIA,BEBES,,,PESOS,"3,280.00","120,00",,,
JUG547,MAMADERAS MAGICAS MAGIC BOTTLE 425244 - E02*24,908752,JUGUETERIA,BEBES,,,PESOS,"1,200.00","120,00",,,
J0000000000250,MAMADERAS MAGICAS X2 2016 MAGIC BOTTLE - E02*24,908441,JUGUETERIA,BEBES,,,PESOS,"1,000.00","120,00",,,
J0000000000223,CHIFLE BARCO 11360,7798364130107,JUGUETERIA,BEBES,,,PESOS,"2,750.00","120,00",,,
J0000000000191,MASA BONTUS DIVERMASA ANIMALES / PRINCESAS / COMIDITAS / DINOSAURIOS,908383,JUGUETERIA,MASA,REX,BONTUS,PESOS,"1,870.00","120,00",,,
JUG1110,MASA MANIA FABRICA DE ESPAGUETTIS 0067,908518,JUGUETERIA,MASA,,,PESOS,"3,472.00","120,00",,,
JUG2323,MASA MANIA FRUTIS 0074 / ZOO 0075 14*11,908572,JUGUETERIA,MASA,,,PESOS,"2,976.00","120,00",,,
JUG00078,MASA MANIA GALLETITAS DELICIOSAS 069,908497,JUGUETERIA,MASA,,,PESOS,"2,696.00","120,00",,,
J0000000000190,MASA MULTI FORMAS 6353,908382,JUGUETERIA,MASA,,,PESOS,"2,950.00","120,00",,,
J0000000000192,MASA PLASTI KIDS FRASCO CON TAPA DE FLOR,908384,JUGUETERIA,MASA,,,PESOS,"1,200.00","120,00",,,
VRNO709906,MASCARA DE BUCEO ANTIPARRA SWIM GOGGLES 709906,909665,JUGUETERIA,VERANO,,,PESOS,"1,310.00","120,00",,,
J0000000000213,MEGAFONO BABY TOY CON LUZ Y SONIDO,908404,JUGUETERIA,INSTRUMENTOS,,,PESOS,"1,744.00","120,00",,,
J0000000000005,MEMOTEST RUIBAL 418 14*11,908212,JUGUETERIA,JUEGOS DE MESA,,RUIBAL,PESOS,"9,152.00","120,00",,,
J0000000000019,MI CUERPO – HABANO,7798131640631,JUGUETERIA,DIDACTICOS,,HABANO,PESOS,"3,500.00","120,00",,,
J0000000000139,MICROFONO KARAOKE KANISI HM943362,908340,JUGUETERIA,INSTRUMENTOS,,,PESOS,"10,100.00","120,00",,,
JUG150154,MINI FUTBOL,908539,JUGUETERIA,DEPORTES,,,PESOS,"4,200.00","120,00",,,
J0000000000214,MINI PANDERETAS HM859916,50228488599161,JUGUETERIA,INSTRUMENTOS,,,PESOS,"1,250.00","120,00",,,
JUG173512,MINI PELOTA DE FUTBOL N°2 CLUB / PERSONAJE / COLORES,908549,JUGUETERIA,DEPORTES,,,PESOS,"3,500.00","120,00",,,
J0000000000138,MINI PRINCESA FASHION - LOL 8065 X1,908339,JUGUETERIA,MUÑECAS,,SIN MARCA,PESOS,"1,900.00","120,00",,,
JUG319108,MINI TATETI CON DADO MADERA MADERPLAST,908621,JUGUETERIA,JUEGOS DE MESA,,,PESOS,"7,290.00","120,00",,,
JUG319137,MINI TEJO DE MADERA MADERPLAST,908622,JUGUETERIA,JUEGOS DE MESA,,,PESOS,"6,820.00","120,00",,,
JUG546300,MINI VAN DIE CAST TH635,908742,JUGUETERIA,VEHICULOS,,,PESOS,"2,371.20","120,00",,,
J0000000000220,MORDILLO LLAVES FEEGUS,908411,JUGUETERIA,BEBES,,,PESOS,"1,500.00","120,00",,,
J0000000000219,MORDILLO LLAVES PUPPE,7798138274716,JUGUETERIA,BEBES,,,PESOS,"1,800.00","120,00",,,
J0000000000171,MOTO A FRICCION HM933077,908364,JUGUETERIA,VEHICULOS,,,PESOS,"1,000.00","120,00",,,
JUG578,MOTO BLISTER X 6 SD24778,7990500247780,JUGUETERIA,VEHICULOS,,,PESOS,"5,006.00","120,00",,,
J0000000000128,MOTO CON ACCESORIOS BA-10984,908330,JUGUETERIA,VEHICULOS,,GO SHOP,PESOS,945.60,"120,00",,,
J0000000000119,MOTO CON PILOTO 62157,908321,JUGUETERIA,VEHICULOS,,SEBIGUS,PESOS,"1,640.00","120,00",,,
J0000000000172,MOTO EN BLISTER 18710,908365,JUGUETERIA,VEHICULOS,,GO SHOP,PESOS,"1,008.00","120,00",,,
JUG45878,MOTO EN BLISTER X3 EXTREME SD10382,908699,JUGUETERIA,VEHICULOS,,,PESOS,"2,720.00","120,00",,,
JUG8798,MOTO EN BLISTER X4 UNIDADES MODEL CAR 11604,908847,JUGUETERIA,VEHICULOS,,,PESOS,"1,744.00","120,00",,,
JUG451212,MOTO METAL CAJA MODERN CITY HM10023 14*11,908675,JUGUETERIA,VEHICULOS,,,PESOS,"4,000.00","120,00",,,
J0000000000173,MOTOS X3 EN CAJA FD165603,908366,JUGUETERIA,VEHICULOS,,,PESOS,"4,425.00","120,00",,,
J0000000000140,MUÑECA TINY FANTASY 55027 ,7453105000742,JUGUETERIA,MUÑECA,REX,TINY,PESOS,"3,100.00","120,00",,,
JUG65467,MUÑECA BEAUTY TRENZA MC3,908794,JUGUETERIA,MUÑECA,,,PESOS,"3,784.00","120,00",,,
JUG577845,MUÑECA CHICAS URBANAS CON MASCOTA 200577 4*11,908776,JUGUETERIA,MUÑECA,,,PESOS,"3,307.20","120,00",,,
JU02370,MUÑECA CON ACCESORIOS FASHION GIRL 8861,908472,JUGUETERIA,MUÑECA,,,PESOS,"1,700.00","120,00",,,
JUG54657,MUÑECA FASHION DOLL 63415,908747,JUGUETERIA,MUÑECA,,,PESOS,896.00,"120,00",,,
J0000000000142,MUÑECA FASHION GIRL TY918,908343,JUGUETERIA,MUÑECA,,FASHION GIRL,PESOS,"1,312.00","120,00",,,
JUG8952,MUÑECA HADA MINI SD18976,908849,JUGUETERIA,MUÑECA,,,PESOS,"1,056.00","120,00",,,
JUG54906,MUÑECA LUCY POP CON ACCESORIOS 54906,908764,JUGUETERIA,MUÑECA,,,PESOS,"3,100.00","120,00",,,
JUG87882,MUÑECA MINI CON VALIJA SUITCASE SD20217,908841,JUGUETERIA,MUÑECA,,,PESOS,"9,700.00","120,00",,,
JUG0002,MUÑECA SIRENA A CUERDA SD22775,908490,JUGUETERIA,MUÑECA,,,PESOS,"4,050.00","120,00",,,
JUGA769,MUÑECA TINY FASHION FANTASY 53397,7450077055657,JUGUETERIA,MUÑECA,,,PESOS,"6,795.00","120,00",,,
JUG400003,MUÑECA TINY FANTASY 53468 VIAJERA,908653,JUGUETERIA,MUÑECA,,TINY,PESOS,"7,825.90","120,00",,,
J0000000000141,MUÑECA TINY FANTASY 53389 60389,908342,JUGUETERIA,MUÑECA,REX,TINY,PESOS,"7,600.00","120,00",,,
JUG4545654,MUÑECA MINI LUCY POP HADA 55652,47153077239789,JUGUETERIA,MUÑECA,REX,TINY,PESOS,"2,864.00","120,00",,,
JUG0215,MUÑECA TINY VERANO BUCEO 54454,7450077067377,JUGUETERIA,MUÑECA,REX,TINY,PESOS,"6,500.00","120,00",,,
JU02373,MUÑECO BOMBERO QL888-17,754240154763,JUGUETERIA,MUÑECO,,,PESOS,"4,556.00","120,00",,,
J0000000000168,MUÑECO JARDINERO QL888-77 6978,6920241009355,JUGUETERIA,MUÑECO,,SIN MARCA,PESOS,"4,248.00","120,00",,,
J0000000000169,MUÑECO POP,908362,JUGUETERIA,MUÑECO,,POP,PESOS,"2,880.00","120,00",,,
J0000000000046,MUÑECO TIPO LEGO CON ACCESORIOS 318404 14*11,908252,JUGUETERIA,MUÑECO,,SIN MARCA,PESOS,"3,360.00","120,00",,,
JUG4547,MUÑECA TINY FASHION FANTASY 53479,7453077234237,JUGUETERIA,MUÑECA,,,PESOS,"7,405.00","120,00",,,
J0000000000058,MUÑECA TINY X 2 FASHION FANTASY C/ ACCESORIOS 53517,7450077136530,JUGUETERIA,MUÑECA,REX,TINY,PESOS,"11,455.00","120,00",,,
J0000000000026,NUEVO JUEGO DE LA OCA DE LUDOMATIK,908233,JUGUETERIA,JUEGOS DE MESA,,LUDOMATIC,PESOS,"1,088.00","120,00",,,
J0000000000015,NUMEROS – ART 401 IMPLAS,908222,JUGUETERIA,DIDACTICOS,,IMPLAS,PESOS,"8,240.00","120,00",,,
JUG316106,ORUGA A CUERDA SD20646,908613,JUGUETERIA,JUGUETES BEBES,,,PESOS,"2,400.00","120,00",,,
JUG456614,OSITO DE PELUCHE CON CORAZON METALIZADO 1648,908691,JUGUETERIA,PELUCHE,,,PESOS,"3,200.00","120,00",,,
J0000000000211,PALABRAS CRUZADAS RAPIDAMENTE,908402,JUGUETERIA,JUEGOS DE MESA,,,PESOS,"2,240.00","120,00",,,
VB ,PALETA PERSONAJE CON PELOTA PING PONG,908829,JUGUETERIA,DEPORTES,,,PESOS,"2,100.00","120,00",,,
J0000000000200,PALETA PING PONG CON RED,908392,JUGUETERIA,DEPORTES,,,PESOS,"2,800.00","120,00",,,
JUG2145455,PALETA PLAYERA DE PADDLE CHICHESS 600,908562,JUGUETERIA,DEPORTES,,,PESOS,"7,008.00","120,00",,,
JUG312320,PALOS DE BUCEO X 4 MI41,908607,JUGUETERIA,VERANO,,,PESOS,"7,630.00","120,00",,,
JUG2112000,PANDERETA X3 BABY TOYS HM40040 14*11,908558,JUGUETERIA,PANDERETA,,,PESOS,"4,000.00","120,00",,,
JUG800280,PARCHE DE REPARACION 62068,908832,JUGUETERIA,VERANO,,,PESOS,"2,350.00","120,00",,,
J0000000000178,PATINETA X1 CON ACCESORIOS EN BLISTER (METAL),908371,JUGUETERIA,DEPORTES,,,PESOS,"2,100.00","120,00",,,
J0000000000177,PATINETA X2 CON ACCESORIOS EN BLISTER (PLASTICO),908370,JUGUETERIA,DEPORTES,,,PESOS,"2,850.00","120,00",,,
JUG3959101,PATITO A FRICCION SD23272,7990500232724,JUGUETERIA,JUGUETES BEBES,,,PESOS,"5,100.00","120,00",,,
JUG395910,PATITO FRICCION SD23272,908647,JUGUETERIA,DIDACTICO,,,PESOS,"5,100.00","120,00",,,
J0000000000196,PELOTA ANTI STRESS,908388,JUGUETERIA,DEPORTES,,,PESOS,"1,005.00","120,00",,,
JUG4500,PELOTA DE BASKET BASQUET Nº7,908672,JUGUETERIA,DEPORTES,,,PESOS,"13,501.00","120,00",,,
JU931074,PELOTA DE BASKET BASQUET N°5 ,908486,JUGUETERIA,PELOTAS,,,PESOS,"9,550.00","120,00",,,
JUG282017,PELOTA DE BASKET BASQUET Nº3 79603,908580,JUGUETERIA,DEPORTES,,,PESOS,"10,720.00","120,00",,,
JUG541,PELOTA DE FUTBOL GRANDE Nº5 ,908717,JUGUETERIA,DEPORTES,,,PESOS,"13,600.00","120,00",,,
205570,PELOTA DE FUTBOL POTENTE PU,2010563000001,JUGUETERIA,DEPORTES,,,PESOS,"27,000.00","120,00",,,
J0000000000201,PELOTA DE GOMA MARMOLADA,908393,JUGUETERIA,DEPORTES,,,PESOS,"1,390.00","120,00",,,
J0000000000206,PELOTA DE PELOTERO N1,908397,JUGUETERIA,DEPORTES,,,PESOS,185.00,"120,00",,,
J0000000000207,PELOTA DE PELOTERO N2,908398,JUGUETERIA,DEPORTES,,,PESOS,215.00,"120,00",,,
J0000000000209,PELOTA DE PING PONG BLISTER X 6,908400,JUGUETERIA,DEPORTES,,,PESOS,"2,855.00","120,00",,,
J0000000000208,PELOTA DE PING PONG X UNIDAD,908399,JUGUETERIA,DEPORTES,,,PESOS,500.00,"120,00",,,
J0000000000210,PELOTA DE TENIS PENN *29/12/23,908401,JUGUETERIA,DEPORTES,,,PESOS,"1,150.00","120,00",,,
JU9310741,PELOTA DE VOLEY ANTONINI MIKASA,908487,JUGUETERIA,PELOTAS,,,PESOS,"16,200.00","120,00",,,
J0000000000205,PELOTA MACIZA ANTI STRESS,908396,JUGUETERIA,DEPORTES,,,PESOS,0.00,"120,00",,,
JUG1200,PELOTA RAYADA GOMA CHICA Nº 4,908525,JUGUETERIA,DEPORTES,,,PESOS,857.60,"120,00",,,
JUG4575,PELOTA RAYADA GOMA ROJA Y BLANCA Nº 5,908696,JUGUETERIA,DEPORTES,,,PESOS,"1,222.40","120,00",,,
JUG154,PELOTA SQUISHY CON BRILLOS Y RED JELLY BALLS,908541,JUGUETERIA,DEPORTES,,,PESOS,640.00,"120,00",,,
JUG54888788,PELOTA VOLEY BRAZOS FD16270 FD16265 QD300 G63-017B,908763,JUGUETERIA,PELOTAS,,,PESOS,"6,950.00","120,00",,,
477785559,PELUCHE ANIMAL CON CORAZON TS,907793,JUGUETERIA,PELUCHE,,,PESOS,"7,890.00","120,00",,,
44555F8888,PELUCHE ANIMAL CON DISFRAZ Y CORAZON,907776,JUGUETERIA,PELUCHE,,,PESOS,"7,950.00","120,00",,,
52222895555,PELUCHE CORAZON WOODY TOYS WT2106 840987,907810,JUGUETERIA,PELUCHE,,,PESOS,"8,490.00","120,00",,,
J0000000000160,PELUCHE ESTRELLA 66565,908356,JUGUETERIA,PELUCHE,,SIN MARCA,PESOS,"1,600.00","120,00",,,
190500000127,PELUCHE LABUBU BT-6013,900703,JUGUETERIA,PELUCHE,,,PESOS,"8,700.00","120,00",,,
303321,PELUCHE PHI PHI TOYS LECHUZA 8210,907725,JUGUETERIA,PELUCHE,,PHI PHI TOYS,PESOS,"8,200.00","120,00",,,
J0000000000165,PELUCHE WINNIE POOH / STITCH / SONIC,908358,JUGUETERIA,PELUCHE,,SIN MARCA,PESOS,"6,900.00","120,00",,,
J0000000000163,PELUCHES PERSONAJES,908357,JUGUETERIA,PELUCHE,,SIN MARCA,PESOS,"6,720.00","120,00",,,
JUG101294,PERINOLA X UNIDAD,908510,JUGUETERIA,JUEGOS DE MESA,,,PESOS,584.00,"120,00",,,
J0000000000225,CHIFLE ANIMALITO ANIMAL BOLSA CHICO GATO DINO,908416,JUGUETERIA,CHIFLE,,,PESOS,720.00,"120,00",,,
J0000000000081,PEZ WIND UP SWIMMING,908283,JUGUETERIA,PEZ,,CALPRO,PESOS,576.00,"120,00",,,
JUG5440,PICO PELOTA FUTBOL COMUN,908722,JUGUETERIA,DEPORTES,,,PESOS,985.00,"120,00",,,
J0000000000051,PICTIONARY PE,908255,JUGUETERIA,JUEGOS DE MESA,,PE,PESOS,584.00,"120,00",,,
JUG8795552,PILETA INFLABLE BESTWAY 51061,908846,JUGUETERIA,VERANO,,BESTWAY,PESOS,"5,390.00","120,00",,,
JUG304544,PINBALL SD23463,908586,JUGUETERIA,JUEGOS DE MESA,,,PESOS,"5,750.00","120,00",,,
JUG578710,PING PONG CON RED 223 RUI FENG,908779,JUGUETERIA,DEPORTES,,,PESOS,"3,280.00","120,00",,,
JUG544562,PINTURITA MAQUILLAJE TINY ARCOIRIS 3025,908728,JUGUETERIA,MAQUILLAJE NENA,,,PESOS,"3,795.00","120,00",,,
J0000000000185,PINTURITA PINK MAGIC CON ACCESORIOS 740642,908377,JUGUETERIA,MAQUILLAJE NENA,,,PESOS,"1,280.00","120,00",,,
JUG1587955,PINTURITA TINY 3290,7450077099255,JUGUETERIA,PINTURITA,,TINY,PESOS,"2,331.00","120,00",,,
JUG1133,PINTURITA TINY 3304,908524,JUGUETERIA,MAQUILLAJE NENA,,,PESOS,"1,105.00","120,00",,,
JUG212112,PINTURITA TINY BEAUTY 57161 3139,908559,JUGUETERIA,MAQUILLAJE NENA,,,PESOS,"1,200.00","120,00",,,
JUG6555600,PINTURITA TINY 3282,7450077142432,JUGUETERIA,MAQUILLAJE NENA,,,PESOS,"2,671.00","120,00",,,
JUG554546,PINTURITA TINY CARTERITA 3017,7453077210811,JUGUETERIA,MAQUILLAJE NENA,,,PESOS,"4,552.00","120,00",,,
JUG8768,PINTURITA TINY 3202,7453077204247,JUGUETERIA,MAQUILLAJE NENA,,,PESOS,"1,740.00","120,00",,,
JUG2145450,PINTURITA MAQUILLAJE TINY 75881 3311,7453105018259,JUGUETERIA,MAQUILLAJE NENA,,,PESOS,"8,850.00","120,00",,,
JUG487,PINTURITA TINY SET MAQUILLAJE 3221,908704,JUGUETERIA,MAQUILLAJE NENA,,,PESOS,"3,080.00","120,00",,,
J0000000000183,PINTURITAS BLISTER CH. FASHION GIRL,908376,JUGUETERIA,MAQUILLAJE NENA,,,PESOS,800.00,"120,00",,,
JUG306362,PISTA AUTO BL7614,908593,JUGUETERIA,AUTO,,,PESOS,"9,200.00","120,00",,,
J0000000000086,PISTA AUTO CONTROL HM884389,908288,JUGUETERIA,VEHICULOS,,,PESOS,"14,060.00","120,00",30932,,
JUG318811,PISTA AUTO NL3515-235 / SDD016,908617,JUGUETERIA,AUTO,,,PESOS,"9,300.00","120,00",,,
JUG311578,PISTA AUTO NL8075-8078 / Y24-1,908605,JUGUETERIA,AUTO,,,PESOS,"9,010.00","120,00",,,
JUG5487,PISTOLA AIR BLASTER SUPER GUN 16836,908759,JUGUETERIA,ARMAS,,,PESOS,"2,272.00","120,00",,,
J0000000000194,PISTOLA BURBUJERO CHT6615B35,908386,JUGUETERIA,ARMAS,,,PESOS,"6,224.00","120,00",,,
7453077221756,PISTOLA BASE-X SPLASH 60244 8512,908629,JUGUETERIA,VERANO,,,PESOS,"1,350.00","120,00",,,
JUG301213,PISTOLA DE AGUA BL 7132,908582,JUGUETERIA,VERANO,,,PESOS,"1,990.00","120,00",,,
JUG8789788,PISTOLA DE AGUA BOLSA 22395,908842,JUGUETERIA,ARMAS,,,PESOS,"1,816.00","120,00",,,
JUG8978555,PISTOLA DE AGUA BOLSA 61684,908852,JUGUETERIA,ARMAS,,,PESOS,"1,088.00","120,00",,,
JUG412440,PISTOLA DE AGUA BOLSA SD1229,908660,JUGUETERIA,VERANO,,,PESOS,"3,405.00","120,00",,,
JUG705022,PISTOLA DE AGUA M-528,908809,JUGUETERIA,VERANO,,,PESOS,920.00,"120,00",,,
JUG412399,PISTOLA DE AGUA SD22419,908659,JUGUETERIA,VERANO,,,PESOS,"2,200.00","120,00",,,
J0000000000255,PISTOLA LANZA BOLAS SHOOTER 60708,908446,JUGUETERIA,ARMAS,,,PESOS,648.00,"120,00",,,
JUG.22000,PISTOLA LANZA DARDOS COMBAT 18196,7990500181961,JUGUETERIA,ARMAS,,,PESOS,"1,550.00","120,00",,,
JUG9510,PISTOLA LANZA PELOTA SHOOT GUN CON PATITOS 60999,908856,JUGUETERIA,ARMAS,,,PESOS,"1,200.00","120,00",,,
JUG5454645,PISTOLA LANZA PELOTAS 21177,908736,JUGUETERIA,ARMAS,,,PESOS,"2,368.00","120,00",,,
JUG5710,PISTOLA LANZA SHOOT GUN 61696,908774,JUGUETERIA,ARMAS,,,PESOS,"1,400.00","120,00",,,
J0000000000112,PIZARRA MAGICA 735814,7793437358143,JUGUETERIA,PIZARRA,,SIN MARCA,PESOS,"2,520.00","120,00",,,
KXL2014,PIZARRA MAGICA CASA KXL 2014 360155,908866,JUGUETERIA,PIZARRA,,,PESOS,"2,730.00","120,00",,,
JUG57800,PIZARRA MAGICA C/ SELLITOS 735810,7793437358105,JUGUETERIA,PIZARRA,,,PESOS,"1,713.00","120,00",,,
J00000458624,PIZARRA MAGICA ELEFANTE 735812,7793437358129,JUGUETERIA,PIZARRA,,,PESOS,"1,920.00","120,00",,,
JUG75878,PIZARRA MAGICA CASA C/RELOJ 735811,7793437358112,JUGUETERIA,PIZARRA,,,PESOS,"1,864.00","120,00",,,
J0000000000237,PIZARRA MAGICA ESTUCHE SD17620,908428,JUGUETERIA,PIZARRA,,,PESOS,"4,080.90","120,00",,,
JUG15478,PIZARRA PARA TIZA INFANTIL CHICA,908545,JUGUETERIA,PIZARRA,,,PESOS,"2,160.00","120,00",,,
JUG54009,PIZARRA PARA TIZA INFANTIL GRANDE,908716,JUGUETERIA,PIZARRA,,,PESOS,"4,000.00","120,00",,,
86586345,PIZARRA MAGICA DINOSAUR,7793437358150,JUGUETERIA,PIZARRA,,,PESOS,"2,519.00","120,00",,,
7792435005080,PLACHA DURAVIT MI PLANCHITA 508,908726,JUGUETERIA,PLACHA,REX,DURAVIT,PESOS,"2,468.00","120,00",,,
JUG3606086,PLATAFORMA DIDACTICA JNG MULTIFORMA 12532 / MULTIBLOKAS 12530,7798043501327,JUGUETERIA,DIDACTICOS,,,PESOS,"16,500.00","120,00",36300,,
JUG311417,UNICORNIO X 4 FD647 ,9876872685833,JUGUETERIA,PONY,,,PESOS,"17,624.00","120,00",,,
JUG54210,PONY CON ACCESORIOS 371245 / L-16-11,908720,JUGUETERIA,PONY,,,PESOS,"3,700.00","120,00",,,
J0000000000101,PONY CON ACCESORIOS EN BLISTER 53151,908303,JUGUETERIA,PONY,,,PESOS,"2,390.00","120,00",,,
JUG306376,PONY HAPPY CON BAÑERA BL L-34-7,908594,JUGUETERIA,PONY,,,PESOS,"3,550.00","120,00",,,
JUG322076,PONY MY HAPPY HORSE X 2 L-18-2,9874523686888,JUGUETERIA,PONY,REX,FAYDI,PESOS,"6,700.00","120,00",,,
JUG54500,PONY LOVELY HORSE C/ ACCESORIOS 54354,7450077086217,JUGUETERIA,PONY,,,PESOS,"4,285.00","120,00",,,
JUG307403,POOL BL FD252011,908598,JUGUETERIA,JUEGOS DE MESA,,,PESOS,"3,680.00","120,00",,,
01GR228,POP IT POPIT,900420,JUGUETERIA,POP,,,PESOS,650.00,"120,00",,,
JUG3000984,PUCHING BAG INFLABLE 52152 / DINOSAURIO 52287,908581,JUGUETERIA,DEPORTES,,,PESOS,"6,970.00","120,00",,,
JUG 360058,PUZZLE MADERA ABC 54 PZAS 10305-003,908488,JUGUETERIA,ROMPECABEZAS,,,PESOS,"8,100.00","120,00",,,
J0000000000043,QUE HORA ES? HOLA GENIOS! JNG,908250,JUGUETERIA,JUEGOS DE MESA,,JNG,PESOS,"2,128.00","120,00",,,
J0000000000009,QUIEN SOY? MAGIKA JK-4553,7798130320664,JUGUETERIA,JUEGOS DE MESA,,MAGIKA,PESOS,"4,590.00","120,00",,,
J0000000000239,REGADERA BARBIE MARIPOSA,908430,JUGUETERIA,VERANO,,,PESOS,800.00,"120,00",,,
5520100419748,REPUESTO PARA PISTOLA LANZA SOPAPA X20 SHOOTING 693 - E03*24,908477,JUGUETERIA,ARMAS,,,PESOS,"1,900.00","120,00",,,
ME325,RESORTE IMPORTADO MULTICOLOR BRILLANTE FABIAN,909205,JUGUETERIA,RESORTE,,,PESOS,"2,000.00","120,00",,,
JUG4787,RESORTE MAGICO FLUO MINI,908701,JUGUETERIA,RESORTE,,,PESOS,192.00,"120,00",,,
JUG687854,RESORTE MAGICO GRANDE,908803,JUGUETERIA,RESORTE,,,PESOS,"1,350.00","120,00",,,
JUG54541,RESORTE MAGICO CON FORMA HM40209,5022840149478,JUGUETERIA,RESORTE,,,PESOS,"1,804.00","120,00",,,
JU02368,ROBOT TRANSFORMER 53978 - E03*24,908470,JUGUETERIA,ROBOT,,,PESOS,"1,390.00","120,00",,,
J0000000000076,ROLLING ARRASTRE ENCASTRE DIDACTICO Y CAMINADOR NEW PLAST 20137,908278,JUGUETERIA,DIDACTICO,,NEW PLAST,PESOS,"9,140.00","120,00",,,
LIB14445,ROMPECABEZA,909066,JUGUETERIA,ROMPECABEZAS,,,PESOS,"2,350.00","120,00",,,
JUG44111,JUEGO DE MESA BONTUS ROMPECABEZAS / GRANJA / DETECTIVE DE ANIMALES,908666,JUGUETERIA,ROMPECABEZAS,REX,BONTUS,PESOS,"2,454.00","120,00",,,
J0000000000036,ROMPECABEZAS 100 PIEZAS YUYU,908243,JUGUETERIA,ROMPECABEZAS,,YUYU,PESOS,"1,088.00","120,00",,,
J0000000000035,ROMPECABEZAS 1000 PIEZAS ARCHITECTURE ART A016,908242,JUGUETERIA,ROMPECABEZAS,,PIP GAMES,PESOS,"2,720.00","120,00",,,
JUG9872,ROMPECABEZAS DURAVIT 24 PIEZAS (GRANDE) VARIOS MODELOS,908860,JUGUETERIA,ROMPECABEZAS,REX,DURAVIT,PESOS,"2,750.00","120,00",,,
294001348,ROMPECABEZAS EM CHICO 0753-10,907279,JUGUETERIA,ROMPECABEZAS,,,PESOS,800.00,"120,00",,,
J0000000000039,ROMPECABEZAS EN MADERA 4 JUEGOS JIBUK 30*10,908246,JUGUETERIA,ROMPECABEZAS,,JIBUK,PESOS,"2,560.00","120,00",,,
J0000000000033,ROMPECABEZAS ENCASTRE CORDOBA / ARGENTINA,908240,JUGUETERIA,ROMPECABEZAS,,,PESOS,"3,750.00","120,00",,,
JUG545700,ROMPECABEZAS FD1000269 PUZZLE X 1000 PIEZAS BEER BOTTLE JIGSAW,908740,JUGUETERIA,ROMPECABEZAS,,,PESOS,"11,690.00","120,00",,,
J0000000000056,ROMPECABEZAS INFANTIL 26X16CM,780456874669,JUGUETERIA,ROMPECABEZAS,,INFANTIL,PESOS,"1,780.00","120,00",,,
JUG23154,ROMPECABEZAS MADERA X 2UN 15*15CM 4PZAS CON MARCO,7789122677392,JUGUETERIA,ROMPECABEZAS,,,PESOS,"2,250.00","120,00",,,
JUG35421,ROMPECABEZAS NUPRO CUBI  X 4,7798108223140,JUGUETERIA,ROMPECABEZAS,,,PESOS,"2,350.00","120,00",,,
JUG319278,ROMPECABEZAS PERSONAJE 50 PIEZAS,908624,JUGUETERIA,ROMPECABEZAS,,,PESOS,512.00,"120,00",,,
J0000000000006,"ROMPECABEZAS PERSONAJES 12 PIEZAS 22,5X20CM MINI BEAT POWER ROCKERS",780393122021,JUGUETERIA,ROMPECABEZAS,,SIN MARCA,PESOS,"1,100.00","120,00",,,
JUG4541032,ROMPECABEZAS PUZZLE 48 PIEZAS GATO GARABATO,908677,JUGUETERIA,ROMPECABEZAS,,,PESOS,"3,320.00","120,00",,,
JUG87841,ROMPECABEZAS SET X3 889139 ,7793532889139,JUGUETERIA,ROMPECABEZAS,,,PESOS,"1,200.00","120,00",,,
JUG312485,ROMPECABEZAS TOTOGAMES 48 Y 100 PIEZAS MASCOTAS 2338,908608,JUGUETERIA,ROMPECABEZAS,,,PESOS,"4,640.00","120,00",,,
JUG318573,ROPECABEZAS IMPLAS PUZZLE 510 PZS ART. 288,908615,JUGUETERIA,ROMPECABEZAS,,,PESOS,"14,900.00","120,00",,,
J0000000000029,RULETA DUBIMAX,7798160080149,JUGUETERIA,JUEGOS DE MESA,,DUBIMAX,PESOS,"3,200.00","120,00",,,
J0000000000049,RUMMY CANASTA GENERALA,908254,JUGUETERIA,JUEGOS DE MESA,,NUPRO,PESOS,640.00,"120,00",,,
JU52632148,"SALVAVIDA 36"" 36025",908482,JUGUETERIA,VERANO,,,PESOS,"4,230.00","120,00",,,
JU545896666,SALVAVIDA PASAPIE SWIM SAFE 32096,908483,JUGUETERIA,VERANO,,,PESOS,"5,049.00","120,00",,,
JU5898745,SALVAVIDA SUNCLUB 41087 RUEDA SWIM RING,908484,JUGUETERIA,VERANO,,,PESOS,"3,664.00","120,00",,,
J0000000000246,SARTEN CON COMIDA 61232 - 61277 - 61278,908437,JUGUETERIA,JUEGO DE COCINA,,,PESOS,"1,360.00","120,00",,,
JUG307541,SET ASTRONAUTA CAJA NL2020-4 / 13370,908601,JUGUETERIA,ASTRONAUTA,,,PESOS,"10,150.00","120,00",,,
JUG311108,SET ASTRONAUTA XY052 13373,908603,JUGUETERIA,ASTRONAUTA,,,PESOS,"7,500.00","120,00",,,
J0000000000126,SET AVION BA-01998,908328,JUGUETERIA,VEHICULOS,,GO SHOP,PESOS,"1,824.00","120,00",,,
J0000000000252,SET BEBE MAMADERAS CHUPETE Y PLATITO 4018,908443,JUGUETERIA,BEBES,,,PESOS,"2,500.00","120,00",,,
J0000000000261,BEAUTIFUL I LOVE FAMILY 8089,908452,JUGUETERIA,SET NENA,,,PESOS,"1,300.00","120,00",,,
J0000000000262,SET BELLEZA BEAUTIFUL ORNAMENTS 100950272,908453,JUGUETERIA,SET NENA,,,PESOS,960.00,"120,00",,,
